EpRet,EpLen,LossQ,Q1Vals,Q2Vals,LossPi,LogPi,TestEpRet,TestEpLen,Epoch,Total_Steps
761.9000100942231,1000,4.197922706604004,94.03724,94.11376,-95.25271606445312,-3.2011075,779.2942643002303,1000,229,915999
771.3215675924472,1000,4.915142059326172,96.11052,96.086784,-97.2485122680664,-3.1528113,764.2998137548121,1000,230,919999
774.1279604607976,1000,2.441342830657959,94.15341,94.32924,-95.66404724121094,-3.0610385,778.0705213373914,1000,231,923999
776.4158357283044,1000,3.8911819458007812,96.91424,97.074684,-97.85002899169922,-3.242169,772.4439216056797,1000,232,927999
763.98218506757,1000,2.577754497528076,96.09825,95.91152,-97.00454711914062,-3.6235888,773.680756655174,1000,233,931999
776.0745362165914,1000,3.2702488899230957,96.57736,96.52908,-97.268310546875,-4.0607896,772.1085403686637,1000,234,935999
764.3811670096045,1000,5.017366409301758,93.22109,93.74294,-94.53722381591797,-3.1166074,769.2638063137119,1000,235,939999
761.9827506887825,1000,7.100829124450684,96.15594,95.97227,-97.06319427490234,-3.962923,764.5882727807244,1000,236,943999
776.6479240458823,1000,4.29636287689209,96.45853,96.398186,-97.24681091308594,-3.4109123,776.6749064378873,1000,237,947999
777.4934245474215,1000,2.4097323417663574,95.69974,95.627594,-96.48336029052734,-3.0561743,778.9141425294744,1000,238,951999
772.8761596129353,1000,4.020612716674805,95.195564,95.317825,-96.28816223144531,-3.3926842,776.128057793328,1000,239,955999
785.4117425182728,1000,4.3250322341918945,94.12099,94.22451,-95.55497741699219,-3.340669,771.0559210706072,1000,240,959999
778.0164965380084,1000,5.80355167388916,95.467384,95.50506,-96.45704650878906,-3.2597456,765.5740896187598,1000,241,963999
776.5641932567737,1000,9.905818939208984,94.2492,94.11254,-95.07611083984375,-3.8126893,773.9633461552272,1000,242,967999
770.098295523049,1000,5.981950283050537,97.02461,97.102325,-97.8362808227539,-4.0794697,780.0199262175319,1000,243,971999
773.0427542680641,1000,5.721574306488037,93.543816,93.619354,-94.49864959716797,-3.3668242,769.8640423818949,1000,244,975999
779.2247424853649,1000,5.651381015777588,96.25617,96.28408,-96.91020965576172,-3.511076,774.1460985323332,1000,245,979999
739.2171511346944,1000,2.280681610107422,95.81571,96.075165,-97.09452819824219,-2.8343995,776.4843058918148,1000,246,983999
780.4546864194657,1000,4.623754501342773,92.22991,92.19528,-93.26040649414062,-3.108081,776.8258176016401,1000,247,987999
778.3709446016047,1000,3.776914119720459,95.44434,95.743866,-96.72747802734375,-3.741918,772.0863467649973,1000,248,991999
780.494450731018,1000,5.108938217163086,93.81602,93.63622,-94.79157257080078,-3.2669659,782.8939300961597,1000,249,995999
768.1421146442107,1000,4.441953659057617,96.52803,96.535194,-97.1631851196289,-3.148383,776.5484298774032,1000,250,999999
